Mayor's Note
Meadow Plate
Mech Mail
Medal Box
Medichamite
Mega Bracelet
Mega Ring
Member Card
Mental Herb
Metagrossite
Metal Coat
Metal Powder
Meteorite
Meteorite Shard
Metronome
Mewnium Z
Mewtwonite X
Mewtwonite Y
Micle Berry
Mimikium Z
Mind Plate
Mint Berry
MiracleBerry
Miracle Seed
Mirage Mail
Miror Radar
Misty Seed
Moomoo Milk
Moon Ball
Moon Flute
Moon Shard
Moon Stone
Morph Mail
Mosaic Mail
Muscle Band
Muscle Wing
Music Disc
Music Mail
MysteryBerry
Mystery Egg
MysticTicket
Mystic Water
Nanab Berry
Nest Ball
Net Ball
Never-Melt Ice
Niniku Berry
Nomel Berry
Normal Box
Normal Gem
Normalium Z
Nugget
Nutpea Berry
Oak's Letter
Oak's Parcel
Occa Berry
Odd Incense
Odd Keystone
Old Amber
Old Charm
Old Gateau
Old Rod
Old Sea Map
Oran Berry
Orange Mail
Orange Petal
Oval Charm
Oval Stone
Pair of Tickets
Pal Pad
Pamtre Berry
Paralyze Heal
Parcel
Park Ball
Pass
Pass Orb
Passho Berry
Payapa Berry
Pearl
Pearl String
Pecha Berry
Permit
Persim Berry
Petaya Berry
Pidgeotite
Pikanium Z
Pikashunium Z
Pinap Berry
Pink Apricorn
Pink Bow
Pink Nectar
Pink Petal
Pink Scarf
Pinsirite
Pixie Plate
Plasma Card
Plume Fossil
Poffin Case
Point Card
Poison Barb
Poison Gem
Poison Memory
Poisonium Z
Polkadot Bow
Poké Ball
Pokéblock Case
Pokéblock Kit
Poké Doll
Poké Flute
Poké Toy
Poké Radar
Pomeg Berry
Portraitmail
Potion
Powder Jar
Power Anklet
Power Band
Power Belt
Power Bracer
Power Herb
Power Lens
Power Plant Pass
Power Weight
Powerup Part
PP Max
PP Up
Premier Ball
Pretty Wing
Primarium Z
Prism Scale
Prison Bottle
Professor's Mask
Prof's Letter
Prop Case
Protective Pads
Protein
Protector
PRZCureBerry
PSNCureBerry
Psychic Gem
Psychic Memory
Psychic Seed
Psychium Z
Pumkin Berry
Pure Incense
Purple Nectar
Purple Petal
Qualot Berry
Quick Ball
Quick Claw
Quick Powder
Rabuta Berry
RageCandyBar
Rainbow Pass
Rainbow Flower
Rainbow Wing
Rare Bone
Rare Candy
Rawst Berry
Razor Claw
Razor Fang
Razz Berry
R-Disk
Reaper Cloth
Red Apricorn
Red Card
Red Chain
Red Flute
Red ID Badge
Red Nectar
Red Orb
Red Petal
Red Scale
Red Scarf
Red Shard
Relic Band
Relic Copper
Relic Crown
Relic Gold
Relic Silver
Relic Statue
Relic Vase
Repeat Ball
Repel
Reply Mail
Reset Urge
Resist Wing
Retro Mail
Reveal Glass
Revival Herb
Revive
Rich Mulch
Ride Pager
Rindo Berry
Ring Target
Rock Gem
Rock Incense
Rock Memory
Rockium Z
Rocky Helmet
Roller Skates
Root Fossil
Rose Incense
Roseli Berry
Rowap Berry
RSVP Mail
Ruby
S.S. Ticket
Sablenite
Sacred Ash
Safari Ball
Safety Goggles
Sail Fossil
Salac Berry
Salamencite
Sapphire
Sachet
Scanner
Sceptilite
Scizorite
Scope Lens
Sea Incense
Seal Case
Secret Key
Secret Key
Secret Potion
Shadow Mail
Shalour Sable
Sharp Beak
Sharpedonite
Shed Shell
Shell Bell
Shiny Charm
Shiny Stone
Shoal Salt
Shoal Shell
Shock Drive
Shuca Berry
Silk Scarf
Silph Scope
Silver Leaf
Silver Powder
Silver Wing
Sitrus Berry
Skull Fossil
Sky Plate
Slowbronite
Slowpoke Tail
Small Tablet
Smoke Ball
Smooth Rock
Snorlium Z
Snowball
Snow Mail
Soda Pop
Soft Sand
Solganium Z
Soothe Bell
Soot Sack
Soul Dew
Space Mail
Sparkling Stone
Spell Tag
Spelon Berry
Splash Plate
Spooky Plate
Sport Ball
Sprayduck
Sprinklotad
SquirtBottle
Stable Mulch
Stardust
Starf Berry
Star Piece
Steel Gem
Steelium Z
Steel Mail
Steel Memory
Steel Teeth
Steelixite
Sticky Barb
Stone Plate
Storage Key
Storage Key
Strange Souvenir
Strib Berry
Subway Key
Suite Key
Sun Flute
Sun Shard
Sun Stone
Super Potion
Super Repel
Super Rod
Surfboard
Surf Mail
Surprise Mulch
Swampertite
Sweet Heart
System Lever
Swift Wing
Tamato Berry
Tanga Berry
Tapunium Z
Tea
Teachy TV
Terrain Extender
Teru-sama
Thanks Mail
Thick Club
Thunder Stone
Tidal Bell
Time Flute
Timer Ball
Tiny Mushroom
TM Case
TMV Pass
Topo Berry
Touga Berry
Town Map
Toxic Orb
Toxic Plate
Travel Trunk
Tri-Pass
Tropic Mail
Tunnel Mail
Twisted Spoon
Tyranitarite
U-Disk
Ultra Ball
Ultranecrozium Z
Unown Report
Upgrade
Venusaurite
Vivid Scent
Voice Case
Vs. Recorder
Vs. Seeker
Wacan Berry
Wailmer Pail
Water Gem
Water Memory
Water Stone
Waterium Z
Watmel Berry
Wave Incense
Wave Mail
Weakness Policy
Wepear Berry
Whipped Dream
White Apricorn
White Flute
White Herb
Wide Lens
Wiki Berry
Wise Glasses
Wood Mail
Works Key
X Accuracy
X Attack
X Defend
X Defense
X Sp. Atk
X Sp. Def
X Special
X Speed
Xtransceiver
Yache Berry
Yago Berry
Yellow Flute
Yellow Nectar
Yellow Petal
Yellow Scarf
Yellow Shard
Yellow Apricorn
Ylw ID Badge
Zap Plate
Zinc
Zoom Lens
Z-Power Ring
Z-Ring
Zygarde Cube
